company,rank,revenues,profits,employees,sector,city,state,ceo_founder,ceo_woman,profitable,market_cap,website,ticker,assets,revenue_usd_millions,profit_usd_millions,market_cap_usd_millions,assets_usd_millions,documented_adoption_edges,documented_investment_edges,documented_ai_company
W.R. Berkley,340,$12142.9MM,$1381.4MM,8329,Financials,Greenwich,Connecticut,no,no,yes,$22689.2MM,https://www.berkley.com,WRB,$37202MM,12142.9,1381.4,22689.2,37202.0,0,0,0
DaVita,341,$12140.1MM,$691.5MM,70000,Health Care,Denver,Colorado,no,no,yes,$12107MM,https://www.davita.com,DVA,$16893.6MM,12140.1,691.5,12107.0,16893.6,0,0,0
Northern Trust,342,$12116.5MM,$1107.3MM,23100,Financials,Chicago,Illinois,no,no,yes,$18141.4MM,https://www.northerntrust.com,NTRS,$150783.1MM,12116.5,1107.3,18141.4,150783.1,0,0,0
Hormel Foods,343,$12110MM,$793.6MM,20000,"Food, Beverages & Tobacco",Austin,Minnesota,no,no,yes,$19108.8MM,https://www.hormelfoods.com,HRL,$13448.8MM,12110.0,793.6,19108.8,13448.8,0,0,0
Crown Holdings,344,$12010MM,$450MM,25000,Materials,Tampa,Florida,no,no,yes,$9574.2MM,https://www.crowncork.com,CCK,$15034MM,12010.0,450.0,9574.2,15034.0,0,0,0
Avis Budget Group,345,$12008MM,$1632MM,21250,Retailing,Parsippany,New Jersey,no,no,yes,$4344MM,https://www.avisbudgetgroup.com,CAR,$32569MM,12008.0,1632.0,4344.0,32569.0,0,0,0
Wayfair,346,$12003MM,$-738MM,12800,Retailing,Boston,Massachusetts,yes,no,no,$8174.7MM,https://www.wayfair.com,W,$3474MM,12003.0,-738.0,8174.7,3474.0,1,0,1
MasTec,347,$11995.9MM,$-49.9MM,34000,Engineering & Construction,Coral Gables,Florida,no,no,no,$7393MM,https://www.mastec.com,MTZ,$9373.5MM,11995.9,-49.9,7393.0,9373.5,0,0,0
Eversource Energy,348,$11910.7MM,$-442.2MM,10171,Energy,Springfield,Massachusetts,no,no,no,$20962.9MM,https://www.eversource.com,ES,$55612.2MM,11910.7,-442.2,20962.9,55612.2,0,0,0
Newmont,349,$11812MM,$-2494MM,21700,Energy,Denver,Colorado,no,no,no,$41315.9MM,https://www.newmont.com,NEM,$55506MM,11812.0,-2494.0,41315.9,55506.0,0,0,0
Ryder System,350,$11783MM,$406MM,47500,Transportation,Coral Gables,Florida,no,no,yes,$5320.5MM,https://www.ryder.com,R,$15778MM,11783.0,406.0,5320.5,15778.0,0,0,0
Fidelity National Financial,351,$11752MM,$517MM,22293,Financials,Jacksonville,Florida,no,no,yes,$14507.3MM,https://www.fnf.com,FNF,$80614MM,11752.0,517.0,14507.3,80614.0,0,0,0
Molson Coors Beverage,352,$11702.1MM,$948.9MM,16500,"Food, Beverages & Tobacco",Chicago,Illinois,no,no,yes,$14297.8MM,https://www.molsoncoors.com,TAP,$26375.1MM,11702.1,948.9,14297.8,26375.1,0,0,0
Caesars Entertainment,353,$11673MM,$786MM,51000,"Hotels, Restaurants & Leisure",Reno,Nevada,no,no,yes,$9461MM,https://www.caesars.com,CZR,$33366MM,11673.0,786.0,9461.0,33366.0,0,0,0
Lincoln National,354,$11645MM,$-752MM,11024,Financials,Radnor,Pennsylvania,no,yes,no,$5417.5MM,https://lincolnfinancial.com/,LNC,$372413MM,11645.0,-752.0,5417.5,372413.0,0,0,0
VF,355,$11612.5MM,$118.6MM,26400,Apparel,Denver,Colorado,no,no,yes,$5964.4MM,https://www.vfc.com,VFC,$13990.5MM,11612.5,118.6,5964.4,13990.5,0,0,0
International Flavors & Fragrances,356,$11479MM,$-2567MM,21500,Chemicals,New York,New York,no,no,no,$21954.9MM,https://www.iff.com,IFF,$30978MM,11479.0,-2567.0,21954.9,30978.0,0,0,0
Huntington Ingalls Industries,357,$11454MM,$681MM,44000,Aerospace & Defense,Newport News,Virginia,no,no,yes,$11544.7MM,https://www.hii.com,HII,$11215MM,11454.0,681.0,11544.7,11215.0,0,0,0
Advance Auto Parts,358,$11287.6MM,$29.7MM,54500,Retailing,Raleigh,North Carolina,no,no,yes,$5072.2MM,https://www.advanceautoparts.com,AAP,$12276.3MM,11287.6,29.7,5072.2,12276.3,0,0,0
Public Service Enterprise Group,359,$11237MM,$2563MM,12543,Energy,Newark,New Jersey,no,no,yes,$33295.6MM,https://www.pseg.com,PEG,$50741MM,11237.0,2563.0,33295.6,50741.0,0,0,0
Ulta Beauty,360,$11207.3MM,$1291MM,38000,Retailing,Bolingbrook,Illinois,no,no,yes,$25238.8MM,https://www.ulta.com,ULTA,$5707MM,11207.3,1291.0,25238.8,5707.0,0,0,0
Hershey,361,$11165MM,$1861.8MM,19578,"Food, Beverages & Tobacco",Hershey,Pennsylvania,no,yes,yes,$39719.1MM,https://www.thehersheycompany.com,HSY,$11902.9MM,11165.0,1861.8,39719.1,11902.9,0,0,0
Chewy,362,$11147.7MM,$39.6MM,18100,Retailing,Plantation,Florida,no,no,yes,$6919.5MM,https://www.chewy.com,CHWY,$3186.9MM,11147.7,39.6,6919.5,3186.9,0,0,0
American Tower,363,$11144.2MM,$1483.3MM,5643,Financials,Boston,Massachusetts,no,no,yes,$92146.5MM,https://www.americantower.com,AMT,$66027.6MM,11144.2,1483.3,92146.5,66027.6,0,0,0
Mohawk Industries,364,$11135.1MM,$-439.5MM,43300,Household Products,Calhoun,Georgia,no,no,no,$8337.2MM,https://www.mohawkind.com,MHK,$13559.9MM,11135.1,-439.5,8337.2,13559.9,0,0,0
Assurant,365,$11131.6MM,$642.5MM,13600,Financials,Atlanta,Georgia,no,no,yes,$9784.3MM,https://www.assurant.com,AIZ,$33635.2MM,11131.6,642.5,9784.3,33635.2,0,0,0
Thor Industries,366,$11121.6MM,$374.3MM,24900,Motor Vehicles & Parts,Elkhart,Indiana,no,no,yes,$6257.1MM,https://www.thorindustries.com,THO,$7260.8MM,11121.6,374.3,6257.1,7260.8,0,0,0
Graybar Electric,367,$11042.4MM,$463.4MM,9500,Wholesalers,St. Louis,Missouri,no,yes,yes,$NAMM,https://www.graybar.com,,$4006.1MM,11042.4,463.4,,4006.1,0,0,0
Yum China Holdings,368,$10978MM,$827MM,293500,"Hotels, Restaurants & Leisure",Plano,Texas,no,yes,yes,$15598.8MM,https://ir.yumchina.com,YUMC,$12031MM,10978.0,827.0,15598.8,12031.0,0,0,0
Celanese,369,$10940MM,$1960MM,12410,Chemicals,Irving,Texas,no,yes,yes,$19173.3MM,https://www.celanese.com,CE,$26597MM,10940.0,1960.0,19173.3,26597.0,0,0,0
Qurate Retail,370,$10915MM,$-145MM,20386,Retailing,Englewood,Colorado,no,no,no,$510.9MM,https://www.qurateretail.com,QRTEA,$11368MM,10915.0,-145.0,510.9,11368.0,0,0,0
Williams,371,$10907MM,$3179MM,5601,Energy,Tulsa,Oklahoma,no,no,yes,$47482MM,https://www.williams.com,WMB,$52627MM,10907.0,3179.0,47482.0,52627.0,0,0,0
Interpublic Group,372,$10889.3MM,$1098.4MM,57400,Business Services,New York,New York,no,no,yes,$12357.8MM,https://www.interpublic.com,IPG,$19267.3MM,10889.3,1098.4,12357.8,19267.3,0,0,0
Ovintiv,373,$10883MM,$2085MM,1743,Energy,Denver,Colorado,no,no,yes,$13958.7MM,https://www.ovintiv.com,OVV,$19987MM,10883.0,2085.0,13958.7,19987.0,0,0,0
Icahn Enterprises,374,$10847MM,$-684MM,15038,Financials,Sunny Isles Beach,Florida,no,no,no,$7297.9MM,https://www.ielp.com,IEP,$20858MM,10847.0,-684.0,7297.9,20858.0,0,0,0
Huntington Bancshares,375,$10837MM,$1951MM,19955,Financials,Columbus,Ohio,no,no,yes,$20308.6MM,https://www.huntington.com,HBAN,$189368MM,10837.0,1951.0,20308.6,189368.0,0,0,0
Erie Insurance Group,376,$10812.5MM,$-526.6MM,6510,Financials,Erie,Pennsylvania,no,no,no,$NAMM,https://www.erieinsurance.com,,$27515.2MM,10812.5,-526.6,,27515.2,0,0,0
Carvana,377,$10771MM,$450MM,13700,Retailing,Tempe,Arizona,yes,no,yes,$16943.7MM,https://www.carvana.com,CVNA,$7071MM,10771.0,450.0,16943.7,7071.0,0,0,0
Hess,378,$10645MM,$1382MM,1756,Energy,New York,New York,no,no,yes,$46883.7MM,https://www.hess.com,HES,$24007MM,10645.0,1382.0,46883.7,24007.0,0,0,0
Dana,379,$10555MM,$38MM,41800,Motor Vehicles & Parts,Maumee,Ohio,no,no,yes,$1840.9MM,https://www.dana.com,DAN,$7965MM,10555.0,38.0,1840.9,7965.0,0,0,0
Alcoa,380,$10551MM,$-651MM,13600,Materials,Pittsburgh,Pennsylvania,no,no,no,$6067.3MM,https://www.alcoa.com,AA,$14155MM,10551.0,-651.0,6067.3,14155.0,0,0,0
Equitable Holdings,381,$10528MM,$1302MM,10700,Financials,New York,New York,no,no,yes,$12532.3MM,https://www.equitableholdings.com,EQH,$276814MM,10528.0,1302.0,12532.3,276814.0,0,0,0
KLA,382,$10496.1MM,$3387.3MM,15105,Technology,Milpitas,California,no,no,yes,$94470.2MM,https://www.kla.com,KLAC,$14072.4MM,10496.1,3387.3,94470.2,14072.4,0,0,0
Darden Restaurants,383,$10487.8MM,$981.9MM,187384,"Hotels, Restaurants & Leisure",Orlando,Florida,no,no,yes,$19959.5MM,https://www.darden.com,DRI,$10241.5MM,10487.8,981.9,19959.5,10241.5,0,0,0
Autoliv,384,$10475MM,$488MM,66434,Motor Vehicles & Parts,Auburn Hills,Michigan,no,no,yes,$9809.7MM,https://www.autoliv.com,ALV,$8332MM,10475.0,488.0,9809.7,8332.0,0,0,0
Alaska Air Group,385,$10426MM,$235MM,24610,Transportation,Seattle,Washington,no,no,yes,$5408.1MM,https://www.alaskaair.com,ALK,$14613MM,10426.0,235.0,5408.1,14613.0,0,0,0
KeyCorp,386,$10397MM,$967MM,17692,Financials,Cleveland,Ohio,no,no,yes,$14663.3MM,https://www.key.com,KEY,$188281MM,10397.0,967.0,14663.3,188281.0,0,0,0
Las Vegas Sands,387,$10372MM,$1221MM,38550,"Hotels, Restaurants & Leisure",Las Vegas,Nevada,no,no,yes,$38840.4MM,https://www.sands.com,LVS,$21778MM,10372.0,1221.0,38840.4,21778.0,0,0,0
Owens & Minor,388,$10334MM,$-41.3MM,22200,Health Care,Mechanicsville,Virginia,no,no,no,$2122.5MM,https://www.owens-minor.com,OMI,$5093.3MM,10334.0,-41.3,2122.5,5093.3,0,0,0
Hilton Worldwide Holdings,389,$10235MM,$1141MM,178000,"Hotels, Restaurants & Leisure",McLean,Virginia,no,no,yes,$53788.4MM,https://www.hilton.com,HLT,$15401MM,10235.0,1141.0,53788.4,15401.0,0,0,0
Ebay,390,$10112MM,$2767MM,12300,Technology,San Jose,California,no,no,yes,$27340MM,https://www.ebay.com,EBAY,$21620MM,10112.0,2767.0,27340.0,21620.0,0,0,0
Arthur J. Gallagher,391,$10071.9MM,$969.5MM,52118,Financials,Rolling Meadows,Illinois,no,no,yes,$54584.4MM,https://www.ajg.com,AJG,$51615.8MM,10071.9,969.5,54584.4,51615.8,0,0,0
LPL Financial Holdings,392,$10052.8MM,$1066.3MM,7372,Financials,San Diego,California,no,no,yes,$19735.9MM,https://www.lpl.com,LPLA,$10385.5MM,10052.8,1066.3,19735.9,10385.5,0,0,0
Cincinnati Financial,393,$10013.4MM,$1843.3MM,5426,Financials,Fairfield,Ohio,no,no,yes,$19456.1MM,https://www.cinfin.com,CINF,$32769.5MM,10013.4,1843.3,19456.1,32769.5,0,0,0
Toll Brothers,394,$9994.9MM,$1372.1MM,4800,Engineering & Construction,Fort Washington,Pennsylvania,no,no,yes,$13476.5MM,https://www.tollbrothers.com,TOL,$12527MM,9994.9,1372.1,13476.5,12527.0,0,0,0
Motorola Solutions,395,$9978MM,$1709MM,21000,Technology,Chicago,Illinois,no,no,yes,$59141.7MM,https://www.motorolasolutions.com,MSI,$13336MM,9978.0,1709.0,59141.7,13336.0,0,0,0
Airbnb,396,$9917MM,$4792MM,6907,Technology,San Francisco,California,yes,no,yes,$106739.8MM,https://www.airbnb.com,ABNB,$20645MM,9917.0,4792.0,106739.8,20645.0,0,0,0
Intercontinental Exchange,397,$9903MM,$2368MM,13222,Financials,Atlanta,Georgia,yes,no,yes,$78694.7MM,https://www.ice.com,ICE,$136084MM,9903.0,2368.0,78694.7,136084.0,0,0,0
News Corp.,398,$9879MM,$149MM,25000,Media,New York,New York,no,no,yes,$15120.1MM,https://www.newscorp.com,NWSA,$16921MM,9879.0,149.0,15120.1,16921.0,0,0,0
Chipotle Mexican Grill,399,$9871.6MM,$1228.7MM,116068,"Hotels, Restaurants & Leisure",Newport Beach,California,no,no,yes,$79707MM,https://www.chipotle.com,CMG,$8044.4MM,9871.6,1228.7,79707.0,8044.4,0,0,0
Vertex Pharmaceuticals,400,$9869.2MM,$3619.6MM,5400,Health Care,Boston,Massachusetts,no,yes,yes,$107975.3MM,https://www.vrtx.com,VRTX,$22730.2MM,9869.2,3619.6,107975.3,22730.2,0,0,0
Biogen,401,$9835.6MM,$1161.1MM,7570,Health Care,Cambridge,Massachusetts,no,no,yes,$31344.1MM,https://www.biogen.com,BIIB,$26844.8MM,9835.6,1161.1,31344.1,26844.8,0,0,0
GXO Logistics,402,$9778MM,$229MM,109000,Transportation,Greenwich,Connecticut,no,no,yes,$6411.5MM,https://www.gxo.com,GXO,$9507MM,9778.0,229.0,6411.5,9507.0,0,0,0
SpartanNash,403,$9729.2MM,$52.2MM,13500,Wholesalers,Grand Rapids,Michigan,no,no,yes,$699.6MM,https://www.spartannash.com,SPTN,$2355.6MM,9729.2,52.2,699.6,2355.6,0,0,0
Burlington Stores,404,$9727.5MM,$339.6MM,44050,Retailing,Burlington,New Jersey,no,no,yes,$14841.4MM,https://www.burlingtoninvestors.com,BURL,$7706.8MM,9727.5,339.6,14841.4,7706.8,0,0,0
Thrivent Financial for Lutherans,405,$9720.3MM,$347.2MM,3810,Financials,Minneapolis,Minnesota,no,yes,yes,$NAMM,https://www.thrivent.com,,$115628.7MM,9720.3,347.2,,115628.7,0,0,0
NVR,406,$9687.3MM,$1591.6MM,6300,Engineering & Construction,Reston,Virginia,no,no,yes,$25904.2MM,https://www.nvrinc.com,NVR,$6601.8MM,9687.3,1591.6,25904.2,6601.8,0,0,0
Owens Corning,407,$9677MM,$1196MM,18000,Materials,Toledo,Ohio,no,no,yes,$14510.2MM,https://www.owenscorning.com,OC,$11237MM,9677.0,1196.0,14510.2,11237.0,0,0,0
Westinghouse Air Brake Technologies,408,$9677MM,$815MM,29000,Industrials,Pittsburgh,Pennsylvania,no,no,yes,$25789.6MM,https://www.wabteccorp.com,WAB,$18988MM,9677.0,815.0,25789.6,18988.0,0,0,0
Oshkosh,409,$9657.9MM,$598MM,17300,Industrials,Oshkosh,Wisconsin,no,no,yes,$8178.1MM,https://www.oshkoshcorp.com,OSK,$9129.2MM,9657.9,598.0,8178.1,9129.2,0,0,0
Global Payments,410,$9654.4MM,$986.2MM,27000,Business Services,Atlanta,Georgia,no,no,yes,$34094.6MM,https://www.globalpaymentsinc.com,GPN,$50570.2MM,9654.4,986.2,34094.6,50570.2,0,0,0
Lululemon athletica,411,$9619.3MM,$1550.2MM,38000,Retailing,Sumner,Washington,no,no,yes,$49225.1MM,https://www.lululemon.com,LULU,$7091.9MM,9619.3,1550.2,49225.1,7091.9,0,0,0
Albemarle,412,$9617.2MM,$1573.5MM,9000,Chemicals,Charlotte,North Carolina,no,no,yes,$15482.7MM,https://www.albemarle.com,ALB,$18270.7MM,9617.2,1573.5,15482.7,18270.7,0,0,0
JetBlue Airways,413,$9615MM,$-310MM,21310,Transportation,Long Island City,New York,no,yes,no,$2523.8MM,https://www.jetblue.com,JBLU,$13853MM,9615.0,-310.0,2523.8,13853.0,0,0,0
Seaboard,414,$9562MM,$226MM,12847,"Food, Beverages & Tobacco",Merriam,Kansas,no,no,yes,$3130.6MM,https://www.seaboardcorp.com,SEB,$7566MM,9562.0,226.0,3130.6,7566.0,0,0,0
Constellation Brands,415,$9452.6MM,$-71MM,9400,"Food, Beverages & Tobacco",Victor,New York,no,no,no,$49683.2MM,https://www.cbrands.com,STZ,$24662.3MM,9452.6,-71.0,49683.2,24662.3,0,0,0
Graphic Packaging Holding,416,$9428MM,$723MM,23500,Materials,Atlanta,Georgia,no,no,yes,$8930.6MM,https://www.graphicpkg.com,GPK,$11175MM,9428.0,723.0,8930.6,11175.0,0,0,0
Hertz Global Holdings,417,$9371MM,$616MM,27000,Retailing,Estero,Florida,no,no,yes,$2390.5MM,https://www.hertz.com,HTZ,$24605MM,9371.0,616.0,2390.5,24605.0,0,0,0
FM Global,418,$9359MM,$3748.5MM,5667,Financials,Johnston,Rhode Island,no,no,yes,$NAMM,https://www.fmglobal.com,,$34479MM,9359.0,3748.5,,34479.0,0,0,0
Campbell Soup,419,$9357MM,$858MM,14500,"Food, Beverages & Tobacco",Camden,New Jersey,no,no,yes,$13250.7MM,https://www.campbellsoupcompany.com,CPB,$12058MM,9357.0,858.0,13250.7,12058.0,0,0,0
Expeditors Intl. of Washington,420,$9300.1MM,$752.9MM,18452,Transportation,Seattle,Washington,no,no,yes,$17248.7MM,https://www.expeditors.com,EXPD,$4523.8MM,9300.1,752.9,17248.7,4523.8,0,0,0
A-Mark Precious Metals,421,$9286.6MM,$156.4MM,421,Wholesalers,El Segundo,California,no,no,yes,$701.4MM,https://www.amark.com,AMRK,$1545.6MM,9286.6,156.4,701.4,1545.6,0,0,0
Booz Allen Hamilton Holding,422,$9258.9MM,$271.8MM,31900,Technology,McLean,Virginia,no,no,yes,$19259.5MM,https://www.boozallen.com,BAH,$6550.7MM,9258.9,271.8,19259.5,6550.7,0,0,0
Quest Diagnostics,423,$9252MM,$854MM,44000,Health Care,Secaucus,New Jersey,no,no,yes,$14782.7MM,https://www.questdiagnostics.com,DGX,$14022MM,9252.0,854.0,14782.7,14022.0,0,0,0
Altice USA,424,$9237.1MM,$53.2MM,10600,Telecommunications,Long Island City,New York,no,no,yes,$1190.5MM,https://www.alticeusa.com,ATUS,$31923.6MM,9237.1,53.2,1190.5,31923.6,0,0,0
PVH,425,$9217.7MM,$663.6MM,23000,Apparel,New York,New York,no,no,yes,$8385.6MM,https://www.pvh.com,PVH,$11172.9MM,9217.7,663.6,8385.6,11172.9,1,0,1
Eastman Chemical,426,$9210MM,$894MM,14000,Chemicals,Kingsport,Tennessee,no,no,yes,$11786.2MM,https://www.eastman.com,EMN,$14633MM,9210.0,894.0,11786.2,14633.0,0,0,0
Insight Enterprises,427,$9175.8MM,$281.3MM,14437,Technology,Chandler,Arizona,no,yes,yes,$6046.1MM,https://www.insight.com,NSIT,$6286.4MM,9175.8,281.3,6046.1,6286.4,0,0,0
Regions Financial,428,$9153MM,$2074MM,20101,Financials,Birmingham,Alabama,no,no,yes,$19332.9MM,https://www.regions.com,RF,$152194MM,9153.0,2074.0,19332.9,152194.0,0,0,0
Beacon Roofing Supply,429,$9119.8MM,$435MM,8063,Wholesalers,Herndon,Virginia,no,no,yes,$6217.6MM,https://www.becn.com,BECN,$6207.7MM,9119.8,435.0,6217.6,6207.7,0,0,0
Rockwell Automation,430,$9058MM,$1387.4MM,29000,Industrials,Milwaukee,Wisconsin,no,no,yes,$33384.1MM,https://www.rockwellautomation.com,ROK,$11304MM,9058.0,1387.4,33384.1,11304.0,0,0,0
Polaris,431,$9014.8MM,$502.8MM,18500,Transportation,Medina,Minnesota,no,no,yes,$5654.8MM,https://www.polaris.com,PII,$5516.3MM,9014.8,502.8,5654.8,5516.3,0,0,0
ServiceNow,432,$8971MM,$1731MM,22668,Technology,Santa Clara,California,no,no,yes,$156292MM,https://www.servicenow.com,NOW,$17387MM,8971.0,1731.0,156292.0,17387.0,0,0,0
Sanmina,433,$8935MM,$310MM,36000,Technology,San Jose,California,yes,no,yes,$3468.2MM,https://www.sanmina.com,SANM,$4874MM,8935.0,310.0,3468.2,4874.0,0,0,0
UGI,434,$8928MM,$-1502MM,10500,Energy,King of Prussia,Pennsylvania,no,no,no,$5142.4MM,https://www.ugicorp.com,UGI,$15401MM,8928.0,-1502.0,5142.4,15401.0,0,0,0
WEC Energy Group,435,$8893MM,$1331.7MM,7000,Energy,Milwaukee,Wisconsin,no,no,yes,$25935.2MM,https://www.wecenergygroup.com,WEC,$43939.7MM,8893.0,1331.7,25935.2,43939.7,0,0,0
BrightSpring Health Services,436,$8826.2MM,$-154.6MM,35000,Health Care,Louisville,Kentucky,no,no,no,$1860.8MM,https://www.brightspringhealth.com,BGST,$5532.7MM,8826.2,-154.6,1860.8,5532.7,0,0,0
Cintas,437,$8815.8MM,$1348MM,44500,Business Services,Cincinnati,Ohio,no,no,yes,$69695.1MM,https://www.cintas.com,CTAS,$8546.4MM,8815.8,1348.0,69695.1,8546.4,0,0,0
Commercial Metals,438,$8799.5MM,$859.8MM,13022,Materials,Irving,Texas,no,no,yes,$6800.2MM,https://www.cmc.com,CMC,$6639.1MM,8799.5,859.8,6800.2,6639.1,0,0,0
Continental Resources,439,$8731.7MM,$3095.8MM,1457,Energy,Oklahoma City,Oklahoma,no,no,yes,$NAMM,https://www.clr.com,CLR,$22387.4MM,8731.7,3095.8,,22387.4,0,0,0
Chesapeake Energy,440,$8721MM,$2419MM,1000,Energy,Oklahoma City,Oklahoma,no,no,yes,$11618.5MM,https://www.chk.com,CHK,$14376MM,8721.0,2419.0,11618.5,14376.0,0,0,0
CenterPoint Energy,441,$8696MM,$917MM,8827,Energy,Houston,Texas,no,no,yes,$18035.1MM,https://www.centerpointenergy.com,CNP,$39715MM,8696.0,917.0,18035.1,39715.0,0,0,0
NGL Energy Partners,442,$8694.9MM,$51.4MM,638,Energy,Tulsa,Oklahoma,no,no,yes,$763.3MM,https://www.nglenergypartners.com,NGL,$5456.1MM,8694.9,51.4,763.3,5456.1,0,0,0
DoorDash,443,$8635MM,$-558MM,19300,Technology,San Francisco,California,yes,no,no,$55639.5MM,https://ir.doordash.com,DASH,$10839MM,8635.0,-558.0,55639.5,10839.0,0,0,0
NOV,444,$8583MM,$993MM,33676,Energy,Houston,Texas,no,no,yes,$7690.9MM,https://www.nov.com,NOV,$11294MM,8583.0,993.0,7690.9,11294.0,0,0,0
Zoetis,445,$8544MM,$2344MM,14100,Health Care,Parsippany,New Jersey,no,yes,yes,$77475.7MM,https://www.zoetis.com,ZTS,$14286MM,8544.0,2344.0,77475.7,14286.0,0,0,0
J.M. Smucker,446,$8529.2MM,$-91.3MM,5800,"Food, Beverages & Tobacco",Orrville,Ohio,no,no,no,$13364.3MM,https://www.jmsmucker.com,SJM,$14991.4MM,8529.2,-91.3,13364.3,14991.4,0,0,0
